delivery_id,driver_no,delivery_distance_meters,delivery_status,order_id,channel_id,payment_status,shipping_weight,Warehouse_block,Warehouse_city,place_of_dispatch,place_of_loading,place_of_discharge,post_place_of_discharge,place_of_dispatch_date,place_of_loading_date,place_of_discharge_date,post_place_of_discharge_date,predicted_delivered_date,last_tracked_with_vessel
2191776,5364,1804,DELIVERED,f90f981ca92,5,PAID,9821,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",17/06/2021,20/06/2021,08/08/2021,18/08/2021,20/08/2021,24/08/2021
2191777,18862,1382,DELIVERED,77d5d1a6b17,5,PAID,5692,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",13/05/2021,13/05/2021,27/05/2021,,13/06/2021,08/07/2021
2191779,27050,7782,DELIVERED,8e9d7131282,5,PAID,4158,C,Boston,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Norfolk, Virginia, United States","Norfolk, Virginia, United States",25/10/2019,26/10/2019,10/12/2019,17/12/2019,21/12/2019,07/06/2021
2191781,20008,1934,DELIVERED,174f5660243,5,PAID,5085,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",24/06/2021,24/06/2021,20/08/2021,20/08/2021,06/09/2021,28/08/2021
2191782,27050,5403,DELIVERED,45b5f8fb15b,5,PAID,4540,D,New York,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States",,05/05/2021,10/05/2021,23/06/2021,,10/07/2021,12/07/2021
2191783,27050,2218,DELIVERED,d60abcb9353,5,PAID,5413,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",08/05/2021,08/05/2021,27/05/2021,04/06/2021,08/06/2021,14/06/2021
2191784,27122,1886,DELIVERED,d13afb76b71,5,PAID,4674,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",23/04/2021,23/04/2021,17/06/2021,11/06/2021,04/07/2021,20/06/2021
2191786,8091,2583,DELIVERED,8d3968c0e29,5,PAID,5033,B,San Jose,,"Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",19/03/2021,19/03/2021,27/04/2021,10/05/2021,10/05/2021,15/06/2021
2191787,15231,3951,DELIVERED,adda4045c74,5,PAID,4324,C,Boston,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States",,22/06/2021,01/07/2021,22/09/2021,,09/10/2021,28/09/2021
2191791,26130,2925,DELIVERED,6accacca1e4,5,PAID,5029,B,San Jose,"Dallas, Texas, United States","Los Angeles, California, United States","Taichung, Taiwan, Taiwan","Taichung, Taiwan, Taiwan",21/06/2021,10/07/2021,15/08/2021,17/08/2021,01/09/2021,08/07/2021
2191792,11907,1044,DELIVERED,d368995a21f,5,PAID,5429,D,New York,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",24/06/2021,26/06/2021,04/08/2021,29/07/2021,21/08/2021,24/08/2021
2191795,14702,6665,DELIVERED,7518dc6c917,13,PAID,1932,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",30/05/2021,05/06/2021,20/07/2021,14/07/2021,06/08/2021,22/07/2021
2191804,5349,765,DELIVERED,ceecf3dd8d4,5,PAID,2486,A,Birmingham,"Thuan An, Tinh Quang Nam, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",02/05/2021,10/05/2021,05/06/2021,13/07/2021,17/07/2021,23/07/2021
2191805,2836,1970,DELIVERED,892199fea4f,5,PAID,1762,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",13/06/2021,15/06/2021,02/07/2021,14/07/2021,18/07/2021,09/08/2021
2191808,5628,5250,DELIVERED,b03afc041a6,5,PAID,1970,C,Boston,"Jiaxing, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",10/06/2021,10/06/2021,,23/07/2021,27/07/2021,03/08/2021
2191810,6361,327,DELIVERED,ecf62dc0aa7,5,PAID,1922,B,San Jose,"Thuan An, Tinh Quang Nam, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",06/05/2021,10/05/2021,05/06/2021,06/07/2021,10/07/2021,26/07/2021
2191811,18856,5659,DELIVERED,9cb2c2966b7,5,PAID,3646,D,New York,"Surabaya, Jawa Timur, Indonesia","Surabaya, Jawa Timur, Indonesia","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam",30/06/2018,06/07/2018,12/07/2018,,29/07/2018,18/09/2021
2191815,7468,2898,DELIVERED,18793dfe8cc,15,PAID,1543,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",02/04/2021,10/04/2021,17/05/2021,08/06/2021,12/06/2021,20/06/2021
2191817,596,2711,DELIVERED,5f147e64e84,5,PAID,1235,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Rotterdam, Provincie Zuid-Holland, Netherlands",,30/06/2021,30/06/2021,31/07/2021,,17/08/2021,08/07/2021
2191821,20067,1713,DELIVERED,0a410c12ad1,5,PAID,1068,B,San Jose,"Dallas, Texas, United States","Los Angeles, California, United States","Laem Chabang, Changwat Chon Buri, Thailand","Lat Krabang, Bangkok, Thailand",02/06/2021,18/06/2021,19/07/2021,22/07/2021,05/08/2021,11/06/2021
2191826,28100,360,DELIVERED,bbec8f8d975,10,PAID,1276,C,Boston,,,,"Calipatria, California, United States",,,,20/06/2021,20/06/2021,21/06/2021
2191830,627,671,DELIVERED,1a9e267ec86,1,PAID,1605,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",03/06/2021,03/06/2021,,22/07/2021,26/07/2021,26/07/2021
2191832,3354,440,DELIVERED,596eab0b7e1,5,PAID,1427,D,New York,,,,,,,,,,
2191836,28880,1902,DELIVERED,bb4ff5b5111,5,PAID,1262,B,San Jose,,,,,,,,,12/11/2021,
2191837,7396,2137,DELIVERED,dce51a54ba0,5,PAID,1470,A,Birmingham,"Thuan An, Tinh Quang Nam, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",03/05/2021,10/05/2021,06/06/2021,21/06/2021,25/06/2021,12/07/2021
2191842,17989,2903,DELIVERED,5faff824277,5,PAID,1707,B,San Jose,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",21/06/2021,05/07/2021,02/08/2021,09/08/2021,09/08/2021,10/08/2021
2191847,7397,1501,DELIVERED,60d2a26566e,5,PAID,1886,C,Boston,,,,,,,,,15/11/2021,
2191848,6361,5665,DELIVERED,c22b46da0b1,5,PAID,1096,B,San Jose,,,,,,,,,09/11/2021,
2191853,14433,2724,DELIVERED,e3c9846dacf,5,PAID,4766,D,New York,,,,,,,,,12/11/2021,
2191854,3358,3532,DELIVERED,8cda051ff77,5,PAID,4428,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",30/05/2021,31/05/2021,17/07/2021,15/07/2021,19/07/2021,24/08/2021
2191855,14513,1830,DELIVERED,6129cce93ae,5,PAID,5226,A,Birmingham,"Oakland, California, United States","Oakland, California, United States","Tianjin Xingang, Tianjin Shi, China",,21/07/2021,22/07/2021,10/09/2021,,27/09/2021,26/07/2021
2191856,19586,1689,DELIVERED,dbd41f5e952,5,PAID,4862,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",31/05/2021,01/06/2021,17/07/2021,15/07/2021,03/08/2021,24/08/2021
2191857,760,1691,DELIVERED,444127356e5,5,PAID,5054,C,Boston,"Jiaxing, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",01/06/2021,01/06/2021,,30/07/2021,03/08/2021,24/08/2021
2191860,426,329,DELIVERED,cdcd4946e7a,5,PAID,5065,B,San Jose,"Jiaxing, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/06/2021,12/06/2021,,12/08/2021,16/08/2021,20/08/2021
2191863,8698,1990,DELIVERED,3ff8aac9d4f,5,PAID,5260,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",21/05/2021,25/05/2021,13/06/2021,24/06/2021,28/06/2021,29/06/2021
2191866,17864,2835,DELIVERED,15c96972401,5,PAID,5244,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States",,17/03/2021,17/03/2021,15/04/2021,,02/05/2021,21/04/2021
2191867,8698,2245,DELIVERED,8189a811564,5,PAID,5709,A,Birmingham,,,,,,,,,,
2191869,22115,3256,DELIVERED,bcd8fe007b6,10,PAID,5174,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",17/06/2021,17/06/2021,27/08/2021,02/09/2021,03/09/2021,01/09/2021
2191871,12663,2783,DELIVERED,3512828696a,5,PAID,4271,C,Boston,,,,,,,,,22/07/2021,
2191887,380,1672,DELIVERED,768718d243d,5,PAID,4550,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Long Beach, California, United States",17/06/2021,17/06/2021,08/07/2021,,25/07/2021,17/06/2021
2191890,26910,1402,DELIVERED,a8d66073249,5,PAID,4644,D,New York,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Los Angeles, California, United States","Kansas City, Kansas, United States",12/06/2021,27/06/2021,25/07/2021,,11/08/2021,16/08/2021
2191891,5628,5347,DELIVERED,7195ba47d60,5,PAID,4247,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",08/05/2021,08/05/2021,27/05/2021,04/06/2021,08/06/2021,15/06/2021
2191893,9693,1501,DELIVERED,7cba819adc1,5,PAID,4492,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",03/06/2021,05/06/2021,17/07/2021,15/07/2021,03/08/2021,26/07/2021
2191894,6144,4617,DELIVERED,5a3f304d101,5,PAID,5704,B,San Jose,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",10/06/2021,03/07/2021,23/07/2021,28/07/2021,01/08/2021,17/08/2021
2191896,5250,721,DELIVERED,cfde2f72e90,1,PAID,4646,C,Boston,,,,,,,,,,
2191897,5226,1221,DELIVERED,62223880dcc,5,PAID,4342,B,San Jose,,,,,,,,,,
2191899,148,2757,DELIVERED,6dacbb1e436,5,PAID,4474,D,New York,,,,,,,,,,
2191900,9301,330,DELIVERED,6b62c807f66,5,PAID,4299,B,San Jose,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/06/2021,05/07/2021,29/07/2021,12/08/2021,16/08/2021,16/08/2021
2191902,975,4169,DELIVERED,d4856be12eb,5,PAID,4970,A,Birmingham,"Jiaxing, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",15/06/2021,15/06/2021,,31/07/2021,04/08/2021,03/08/2021
2191903,1829,3166,DELIVERED,ec0212154e9,5,PAID,5556,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",05/05/2021,05/05/2021,18/06/2021,,05/07/2021,12/07/2021
2191905,13146,6230,DELIVERED,ca480f924e3,5,PAID,4673,C,Boston,,,,,,,,,,
2191908,23455,249,DELIVERED,314f8c72fae,5,PAID,5494,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",06/06/2021,06/06/2021,19/06/2021,,06/07/2021,08/07/2021
2191913,6144,2740,DELIVERED,d969ba62bec,5,PAID,4363,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Norfolk, Virginia, United States","Norfolk, Virginia, United States",08/08/2021,08/08/2021,,,,02/10/2021
2191914,2836,1981,DELIVERED,52fe1c11ef7,5,PAID,4966,B,San Jose,,,,,,,,,28/07/2021,
2191920,31115,3407,DELIVERED,00fd8c43129,5,PAID,4552,A,Birmingham,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",01/06/2021,19/06/2021,21/07/2021,14/07/2021,07/08/2021,11/08/2021
2191922,4941,1935,DELIVERED,2706ab20ff7,5,PAID,4219,B,San Jose,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",05/06/2021,05/06/2021,17/07/2021,13/08/2021,17/08/2021,16/08/2021
2191923,4941,1393,DELIVERED,1e27b06c60c,15,PAID,9022,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",30/03/2021,30/03/2021,07/07/2021,04/07/2021,24/07/2021,08/07/2021
2191925,14314,4718,DELIVERED,3fd5818c456,15,PAID,4121,B,San Jose,,,,,,,,,28/07/2021,
2191927,5539,1683,DELIVERED,0f4a3bd6570,5,PAID,1850,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",20/07/2021,27/07/2021,26/08/2021,02/09/2021,06/09/2021,30/08/2021
2191930,29186,755,DELIVERED,7dfc4901596,5,PAID,1133,B,San Jose,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",05/06/2021,07/06/2021,12/07/2021,29/07/2021,02/08/2021,16/08/2021
2191940,24571,8761,DELIVERED,31bbd0798b9,5,PAID,1626,A,Birmingham,,,,,,,,,,
2191941,11063,4841,DELIVERED,d92d8cbda10,5,PAID,1777,B,San Jose,,,,,,,,,,
2191942,9944,856,DELIVERED,3383164c4e9,5,PAID,1333,C,Boston,,,,,,,,,,
2191943,28301,2434,DELIVERED,92704d1a6ee,5,PAID,1397,B,San Jose,,,,,,,,,,
2191944,15898,2425,DELIVERED,e22b06ba84a,5,PAID,1041,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",02/04/2021,02/04/2021,18/05/2021,21/05/2021,04/06/2021,11/06/2021
2191945,21519,2819,DELIVERED,eb174f739e2,5,PAID,1723,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",27/05/2021,27/05/2021,19/07/2021,16/07/2021,05/08/2021,22/07/2021
2191946,23455,1903,DELIVERED,6bd3f281cd1,5,PAID,1657,A,Birmingham,,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/06/2021,12/06/2021,29/06/2021,07/08/2021,09/08/2021,01/08/2021
2191947,902,1965,DELIVERED,0264e766cc6,5,PAID,1118,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",01/06/2021,05/06/2021,23/07/2021,20/07/2021,09/08/2021,02/08/2021
2191948,6624,490,DELIVERED,f857fd1eb33,5,PAID,1719,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",19/04/2021,07/05/2021,22/05/2021,18/06/2021,22/06/2021,20/06/2021
2191949,8338,2345,DELIVERED,3ad4adf6d3e,33,PAID,1669,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",24/04/2021,24/04/2021,10/06/2021,,27/06/2021,28/06/2021
2191951,20495,2730,DELIVERED,04375262147,5,PAID,1112,D,New York,"Houston, Texas, United States","Houston, Texas, United States","Westport, Selangor, Malaysia","Westport, Selangor, Malaysia",13/09/2021,13/09/2021,18/11/2021,,05/12/2021,17/12/2021
2191953,902,3365,DELIVERED,2b5bd8ce007,5,PAID,1304,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",17/07/2021,17/07/2021,,,,12/10/2021
2191960,7773,1125,DELIVERED,dc8e21bff0d,10,PAID,3341,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",13/06/2021,13/06/2021,,19/07/2021,23/07/2021,26/07/2021
2191961,760,1278,DELIVERED,1bb07effe27,5,PAID,1248,B,San Jose,,,,,,,,,,
2191963,13043,2423,DELIVERED,49776b5642a,5,PAID,1835,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",13/05/2021,14/05/2021,03/06/2021,15/06/2021,19/06/2021,12/07/2021
2191966,7773,1320,DELIVERED,1075be6f5e7,5,PAID,1194,B,San Jose,"Dallas, Texas, United States","Long Beach, California, United States","Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China",28/06/2021,17/07/2021,29/07/2021,29/07/2021,15/08/2021,26/06/2021
2191970,10503,72,DELIVERED,d38ca388d76,5,PAID,1518,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",01/06/2021,01/06/2021,22/07/2021,20/07/2021,08/08/2021,26/07/2021
2191972,10341,4018,DELIVERED,04234e32d2a,5,PAID,2527,B,San Jose,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",09/06/2021,10/06/2021,22/07/2021,20/07/2021,08/08/2021,24/08/2021
2191982,7615,1025,DELIVERED,882d0c9dd95,5,PAID,1972,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",17/06/2021,17/06/2021,21/07/2021,30/07/2021,03/08/2021,23/08/2021
2191985,29676,1116,DELIVERED,3456bd1ca87,5,PAID,3494,B,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States","Long Beach, California, United States",16/06/2021,19/06/2021,19/08/2021,25/08/2021,29/08/2021,18/09/2021
2191991,9600,706,DELIVERED,6b287d4acfb,5,PAID,1569,C,Boston,"Long Beach, California, United States","Long Beach, California, United States","Kaohsiung, Kaohsiung, Taiwan","Taoyuan, , Taiwan",13/07/2021,19/07/2021,04/08/2021,,21/08/2021,09/08/2021
2191999,812,2491,DELIVERED,b4400346153,5,PAID,1748,B,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",22/06/2021,02/07/2021,23/09/2021,01/10/2021,01/10/2021,02/10/2021
2192000,13111,709,DELIVERED,ba1294177e5,5,PAID,1741,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",18/05/2021,19/05/2021,02/08/2021,31/07/2021,02/08/2021,24/08/2021
2192006,1948,523,DELIVERED,73f27aa0a94,5,PAID,1627,B,San Jose,,,,,,,,,,
2192007,7930,875,DELIVERED,ce9b6ba764b,5,PAID,1005,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",24/04/2021,24/04/2021,16/06/2021,21/06/2021,25/06/2021,23/06/2021
2192009,7930,4667,DELIVERED,a0d728f4a8c,5,PAID,1664,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",24/05/2021,24/05/2021,02/08/2021,29/07/2021,03/08/2021,24/08/2021
2192010,13356,1364,DELIVERED,c7b8128bf40,5,PAID,1781,C,Boston,"Dallas, Texas, United States","Long Beach, California, United States","Kaohsiung, Kaohsiung, Taiwan","Keelung, Taiwan, Taiwan",29/06/2021,29/06/2021,14/07/2021,,31/07/2021,29/06/2021
2192011,13074,5278,DELIVERED,1877c0812ee,5,PAID,1320,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",14/05/2021,14/05/2021,28/05/2021,,14/06/2021,29/06/2021
2192013,26467,1517,DELIVERED,a239d7d1d6f,5,PAID,1361,D,New York,,,,,,,,,,
2192014,9600,937,DELIVERED,acc109cfca0,5,PAID,1663,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",05/07/2021,05/07/2021,,09/08/2021,13/08/2021,11/08/2021
2192016,13356,843,DELIVERED,6d00e34e7b0,5,PAID,1082,A,Birmingham,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",25/06/2021,26/06/2021,30/07/2021,29/07/2021,30/07/2021,24/08/2021
2192017,2275,2240,DELIVERED,50a7cf9f598,5,PAID,1422,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",05/05/2021,05/05/2021,21/05/2021,,07/06/2021,29/06/2021
2192019,29460,1046,DELIVERED,08b1b882bf4,5,PAID,1369,C,Boston,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",06/07/2021,06/07/2021,,23/08/2021,27/08/2021,17/09/2021
2192021,29555,2396,DELIVERED,7351cbf14a7,5,PAID,1260,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Felixstowe, England, United Kingdom","Felixstowe, England, United Kingdom",12/07/2021,16/07/2021,18/08/2021,21/08/2021,04/09/2021,12/07/2021
2192023,13074,4118,DELIVERED,a20f5768b77,5,PAID,1622,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",16/06/2021,22/06/2021,17/07/2021,09/08/2021,09/08/2021,24/08/2021
2192028,2638,2301,DELIVERED,95e612e7919,5,PAID,1473,B,San Jose,"Shekou, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",06/06/2021,10/06/2021,28/07/2021,28/07/2021,14/08/2021,30/07/2021
2192029,25592,4122,DELIVERED,ed92a670612,5,PAID,1708,A,Birmingham,"Houston, Texas, United States","Houston, Texas, United States","Manaus, Amazonas, Brazil",,17/08/2021,18/08/2021,22/09/2021,,09/10/2021,24/08/2021
2192030,28598,2298,DELIVERED,20eda3d53b2,5,PAID,1383,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",18/05/2021,24/05/2021,13/06/2021,22/06/2021,26/06/2021,15/07/2021
2192033,25719,1091,DELIVERED,83235fdfeb3,15,PAID,1576,C,Boston,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",12/04/2021,13/04/2021,17/05/2021,21/07/2021,25/07/2021,24/06/2021
2192034,12077,421,DELIVERED,1ad46fe05e7,5,PAID,1005,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",10/07/2021,12/07/2021,02/09/2021,12/09/2021,14/09/2021,10/09/2021
2192035,26507,4312,DELIVERED,9be0f12a323,5,PAID,1248,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Gainesville, Texas, United States",13/06/2021,17/06/2021,23/07/2021,02/08/2021,06/08/2021,04/08/2021
2192040,25588,1236,DELIVERED,4b46d2accb1,5,PAID,1563,B,San Jose,,,,,,,,,22/07/2021,
2192042,6624,1009,DELIVERED,bd807c8048e,5,PAID,1592,A,Birmingham,,,,,,,,,20/07/2021,
2192046,5606,3953,DELIVERED,286ce0bb54f,15,PAID,2480,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",15/07/2021,15/07/2021,,24/08/2021,28/08/2021,10/09/2021
2192050,313,2335,DELIVERED,4999fc8d671,5,PAID,1255,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",14/06/2021,19/06/2021,17/07/2021,22/07/2021,26/07/2021,16/08/2021
2192052,3872,1636,DELIVERED,3534699f293,5,PAID,1771,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",03/06/2021,05/06/2021,08/07/2021,25/07/2021,29/07/2021,26/07/2021
2192054,2276,4004,DELIVERED,54f3d00d2b4,5,PAID,1737,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",09/07/2021,11/07/2021,18/08/2021,29/08/2021,31/08/2021,28/08/2021
2192055,28415,2861,DELIVERED,74c3c1d43b8,5,PAID,1989,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",10/06/2021,11/06/2021,17/07/2021,15/07/2021,03/08/2021,26/07/2021
2192059,1943,1172,DELIVERED,920f6b4664d,1,PAID,1805,A,Birmingham,,,,,,,,,21/07/2021,
