payment_order_id,height_of_package,width_of_package,length_of_package,payment_fee,payment_method,payment_status,shipping_weight,Warehouse_block,Warehouse_city,order_date
69160393,198,242,205,5.24,ONLINE,PAID,1491,B,San Jose,29/09/2021
69160445,23,101,164,0.84,ONLINE,PAID,1427,D,New York,30/09/2021
69160459,164,101,69,0.69,ONLINE,PAID,1088,B,San Jose,26/09/2021
69160593,57,184,176,1.24,ONLINE,PAID,1990,A,Birmingham,27/09/2021
69160620,88,173,76,7.5,ONLINE,PAID,1118,B,San Jose,27/08/2021
69160791,282,55,16,1.12,ONLINE,PAID,4889,C,Boston,10/12/2021
69160792,140,242,203,0.8,ONLINE,PAID,4031,B,San Jose,31/08/2021
69160793,78,145,130,0.66,ONLINE,PAID,4039,D,New York,19/10/2021
69160896,253,62,162,0.61,ONLINE,PAID,5597,B,San Jose,08/10/2021
69160984,81,262,298,2.01,ONLINE,PAID,5694,A,Birmingham,07/10/2021
69161468,239,220,120,0.82,ONLINE,PAID,5054,B,San Jose,08/10/2021
69161660,77,299,93,0.71,ONLINE,PAID,4677,C,Boston,09/10/2021
69161674,39,48,183,0,VOUCHER,PAID,4996,B,San Jose,10/10/2021
69161875,157,144,102,1.9,ONLINE,PAID,5672,D,New York,30/09/2021
69161901,225,244,149,3.78,ONLINE,PAID,5062,B,San Jose,01/10/2021
69162101,178,187,134,0.37,ONLINE,PAID,4943,A,Birmingham,03/10/2021
69162135,228,53,27,3.77,ONLINE,PAID,4575,B,San Jose,01/10/2021
69162151,220,187,95,0.36,ONLINE,PAID,4496,C,Boston,02/10/2021
69162320,112,148,280,0.45,ONLINE,PAID,5998,B,San Jose,03/10/2021
69162418,195,15,161,0.28,ONLINE,PAID,4476,D,New York,01/10/2021
69162700,75,82,196,0,VOUCHER,PAID,4374,B,San Jose,21/11/2021
69162885,170,87,139,2.34,ONLINE,PAID,1469,A,Birmingham,03/10/2021
69162888,91,199,169,1.02,ONLINE,PAID,1815,B,San Jose,04/10/2021
69163476,102,149,270,0,VOUCHER,PAID,1371,C,Boston,13/10/2021
69163477,126,151,295,0.77,ONLINE,PAID,4307,B,San Jose,27/09/2021
69163573,48,232,276,1.16,ONLINE,PAID,1021,D,New York,16/10/2021
69163734,74,46,214,0,VOUCHER,PAID,1727,B,San Jose,28/10/2021
69163861,274,129,43,0.26,ONLINE,PAID,1803,A,Birmingham,24/09/2021
69163937,93,248,31,0,VOUCHER,PAID,1024,B,San Jose,06/10/2021
69164141,204,137,232,0.15,CREDIT,PAID,9847,C,Boston,07/10/2021
69164144,120,204,61,0.92,ONLINE,PAID,3308,B,San Jose,21/09/2021
69164243,89,235,21,4.69,ONLINE,PAID,1884,D,New York,11/10/2021
69164252,117,35,49,0.33,ONLINE,PAID,1249,B,San Jose,24/09/2021
69164484,86,37,139,0,VOUCHER,PAID,1328,A,Birmingham,25/09/2021
69164636,222,298,189,0.33,ONLINE,PAID,1310,B,San Jose,26/09/2021
69164883,92,99,33,0,VOUCHER,PAID,2849,C,Boston,27/09/2021
69164916,172,80,300,1.94,ONLINE,PAID,1070,B,San Jose,21/09/2021
69165044,299,274,224,3.11,CREDIT,PAID,1764,D,New York,10/08/2021
69165045,253,208,156,3.38,ONLINE,PAID,1656,B,San Jose,03/10/2021
69165048,24,241,125,0.56,DEBIT,PAID,1961,A,Birmingham,26/10/2021
69165050,95,230,87,0.99,ONLINE,PAID,1198,B,San Jose,29/08/2021
69165058,181,237,42,0.7,ONLINE,PAID,1837,C,Boston,22/08/2021
69165059,11,231,178,0.49,ONLINE,PAID,1144,B,San Jose,13/10/2021
69165132,173,71,267,2.34,ONLINE,PAID,1437,D,New York,04/10/2021
69165251,24,128,63,0.88,ONLINE,PAID,1035,B,San Jose,05/10/2021
69165254,155,227,196,1.08,ONLINE,PAID,1389,A,Birmingham,06/10/2021
69165531,174,57,169,2.03,ONLINE,PAID,1883,B,San Jose,07/10/2021
69165565,263,47,162,1.2,ONLINE,PAID,1530,C,Boston,14/10/2021
69165600,300,221,277,4.37,ONLINE,PAID,1482,B,San Jose,26/09/2021
69165638,73,199,151,2.68,ONLINE,PAID,1516,D,New York,28/09/2021
69165676,46,281,26,1.09,ONLINE,PAID,1174,B,San Jose,29/09/2021
69165934,122,13,97,0,VOUCHER,PAID,1812,A,Birmingham,30/09/2021
69166058,211,50,60,1.9,ONLINE,PAID,1893,B,San Jose,01/10/2021
69166257,200,296,12,4.37,ONLINE,PAID,1961,C,Boston,02/10/2021
69166442,17,211,99,0.7,DEBIT,PAID,1085,B,San Jose,03/10/2021
69166601,246,185,168,0.48,ONLINE,PAID,1875,D,New York,14/10/2021
69166621,218,61,180,3.05,ONLINE,PAID,1948,B,San Jose,15/10/2021
69166676,158,292,114,1.38,ONLINE,PAID,1078,A,Birmingham,24/10/2021
69166815,65,280,195,1.85,ONLINE,PAID,1698,B,San Jose,28/09/2021
69166879,287,26,177,4.42,ONLINE,PAID,1871,C,Boston,25/10/2021
69166907,135,39,92,0.59,ONLINE,PAID,1693,B,San Jose,30/10/2021
69166960,260,131,44,0.8,ONLINE,PAID,1549,D,New York,18/10/2021
69166992,239,180,108,3.02,ONLINE,PAID,1111,B,San Jose,21/12/2021
69166994,112,276,80,1.77,ONLINE,PAID,1321,A,Birmingham,14/10/2021
69167048,49,181,34,7.64,ONLINE,PAID,1192,B,San Jose,19/02/2022
69167108,238,200,195,0,MEAL_BENEFIT,PAID,1898,C,Boston,17/01/2022
69167127,10,76,236,3.46,ONLINE,PAID,1196,B,San Jose,25/10/2021
69167203,22,79,106,1.07,ONLINE,PAID,1405,D,New York,20/10/2021
69167236,64,237,211,3.45,ONLINE,PAID,1670,B,San Jose,21/10/2021
69167316,99,290,245,1.5,ONLINE,PAID,1735,A,Birmingham,14/10/2021
69167504,51,186,250,1.74,ONLINE,PAID,1646,B,San Jose,13/10/2021
69167521,41,144,61,0.16,ONLINE,PAID,1742,C,Boston,24/10/2021
69167650,104,201,285,1.9,ONLINE,PAID,1834,B,San Jose,25/10/2021
69167657,149,253,295,2.5,ONLINE,PAID,1651,D,New York,09/08/2021
69167662,133,194,256,1.34,ONLINE,PAID,1636,B,San Jose,14/10/2021
69167865,42,191,223,0.49,ONLINE,PAID,1662,A,Birmingham,14/10/2021
69168006,165,296,270,0.96,DEBIT,PAID,1975,B,San Jose,13/10/2021
69168468,229,173,82,1.21,ONLINE,PAID,1392,C,Boston,14/10/2021
69168677,190,222,246,0.39,ONLINE,PAID,1977,B,San Jose,27/09/2021
69168684,172,205,136,0.57,ONLINE,PAID,1482,D,New York,28/09/2021
69168704,55,83,136,0.56,ONLINE,PAID,1355,B,San Jose,29/09/2021
69168924,156,55,76,0,VOUCHER,PAID,1836,A,Birmingham,30/09/2021
69168925,199,112,67,2.34,ONLINE,PAID,1937,B,San Jose,26/09/2021
69168973,228,63,231,0.27,ONLINE,PAID,1273,C,Boston,27/09/2021
69169631,161,288,205,0,VOUCHER,PAID,1746,B,San Jose,28/09/2021
69169690,260,41,183,0.1,ONLINE,PAID,1657,D,New York,19/09/2021
69169703,279,165,296,0,VOUCHER,PAID,1924,B,San Jose,20/09/2021
69169712,204,269,214,0.54,ONLINE,PAID,1823,A,Birmingham,21/09/2021
69169714,148,286,118,1.22,ONLINE,PAID,1061,B,San Jose,28/09/2021
69169857,292,105,266,0.31,ONLINE,PAID,2465,C,Boston,09/10/2021
69169869,148,77,116,0,VOUCHER,PAID,1782,B,San Jose,15/10/2021
69170057,30,186,20,0,ONLINE,PAID,1968,D,New York,30/09/2021
69170064,35,22,247,0.63,ONLINE,PAID,4525,B,San Jose,09/09/2021
69170219,164,237,260,0.87,ONLINE,PAID,10577,A,Birmingham,10/09/2021
69170338,292,67,152,3,ONLINE,PAID,4574,B,San Jose,11/09/2021
69170428,276,136,229,30,ONLINE,PAID,4883,C,Boston,12/09/2021
69170509,135,251,24,0.22,ONLINE,PAID,5898,B,San Jose,13/09/2021
69170813,70,49,158,0,VOUCHER,PAID,5717,D,New York,18/10/2021
69171226,150,201,84,1.4,ONLINE,PAID,4752,B,San Jose,19/10/2021
69171227,15,230,134,1.6,ONLINE,PAID,5622,A,Birmingham,30/10/2021
69171328,155,134,75,0.49,DEBIT,PAID,4713,B,San Jose,31/10/2021
69171416,182,300,134,1.42,ONLINE,PAID,5342,C,Boston,30/10/2021
69171432,114,261,165,0,VOUCHER,CHARGEBACK,4569,B,San Jose,31/10/2021
69171458,253,64,56,1.17,ONLINE,PAID,10495,D,New York,01/11/2021
69171495,267,135,178,0.99,ONLINE,PAID,4368,B,San Jose,26/10/2021
69171612,163,67,298,0,VOUCHER,PAID,4880,A,Birmingham,17/11/2021
69171949,142,129,126,0.61,ONLINE,PAID,4686,B,San Jose,18/11/2021
69172033,162,135,217,0.33,ONLINE,PAID,5330,C,Boston,19/11/2021
69172279,133,225,239,0.85,DEBIT,PAID,4770,B,San Jose,31/12/2021
69172362,231,102,98,4.3,ONLINE,PAID,5926,D,New York,01/01/2022
69172465,172,169,41,0.48,ONLINE,PAID,25139,B,San Jose,02/01/2022
69172469,19,110,27,1.65,ONLINE,PAID,4855,A,Birmingham,14/11/2021
69172531,144,107,284,0,ONLINE,PAID,4135,B,San Jose,19/08/2021
69172579,204,55,64,2.8,ONLINE,PAID,4958,C,Boston,21/10/2021
69172615,298,23,41,0,ONLINE,PAID,4860,B,San Jose,23/10/2021
69172787,30,54,165,4.5,ONLINE,PAID,9750,D,New York,24/10/2021
69172881,65,88,249,0.72,ONLINE,PAID,4656,B,San Jose,25/10/2021
69172899,229,177,266,0,ONLINE,PAID,5629,A,Birmingham,13/10/2021
69172978,63,252,227,0.45,ONLINE,PAID,5328,B,San Jose,14/10/2021
69173244,49,106,59,0.37,ONLINE,PAID,5841,C,Boston,03/11/2021
69173853,246,147,69,0,VOUCHER,PAID,4712,B,San Jose,05/10/2021
69173889,162,216,179,2.66,ONLINE,PAID,5677,D,New York,06/10/2021
69174081,99,166,156,2.39,ONLINE,PAID,5838,B,San Jose,07/10/2021
69174093,107,215,231,1.35,ONLINE,PAID,4192,A,Birmingham,02/11/2021
69174396,266,165,289,0.3,ONLINE,PAID,4566,B,San Jose,03/11/2021
69174627,232,167,281,0,VOUCHER,PAID,8904,C,Boston,04/11/2021
69174629,47,178,244,2.03,ONLINE,PAID,5705,B,San Jose,05/11/2021
69174692,116,266,114,0.62,CREDIT,PAID,5060,D,New York,06/11/2021
69175000,263,88,263,1.83,ONLINE,PAID,5249,B,San Jose,07/11/2021
69175113,166,46,25,3.97,DEBIT,PAID,5474,A,Birmingham,04/11/2021
69175525,208,184,243,0,MEAL_BENEFIT,PAID,5280,B,San Jose,26/10/2021
69175611,185,255,57,0.88,DEBIT,PAID,5372,C,Boston,14/09/2021
69176097,169,183,286,0,MEAL_BENEFIT,PAID,4938,B,San Jose,24/11/2021
69176227,186,276,61,0.54,DEBIT,PAID,5266,D,New York,26/10/2021
69176715,75,138,186,0,MEAL_BENEFIT,PAID,4541,B,San Jose,06/09/2021
69176865,57,262,131,1.83,ONLINE,PAID,5528,A,Birmingham,20/12/2021
69176937,169,11,218,0.36,ONLINE,PAID,4744,B,San Jose,21/12/2021
69177023,224,132,25,0,MEAL_BENEFIT,PAID,10560,C,Boston,22/12/2021
69177135,50,88,33,3.5,ONLINE,PAID,4177,B,San Jose,23/12/2021
69177176,119,130,140,0.47,ONLINE,PAID,8747,D,New York,05/11/2021
69177212,125,282,152,4.23,ONLINE,PAID,5931,B,San Jose,26/08/2021
69177320,215,144,32,0.66,ONLINE,PAID,4790,A,Birmingham,25/10/2021
69177331,155,269,105,2.84,ONLINE,PAID,9694,B,San Jose,27/10/2021
69177372,210,47,241,0,MEAL_BENEFIT,PAID,5739,C,Boston,19/11/2021
69177401,185,133,278,3.76,ONLINE,PAID,4643,B,San Jose,20/11/2021
69177458,288,294,270,1.46,ONLINE,PAID,5504,D,New York,26/10/2021
69177580,227,59,132,0,MEAL_BENEFIT,PAID,4640,B,San Jose,30/10/2021
69177847,220,248,124,0.37,ONLINE,PAID,5940,A,Birmingham,05/11/2021
69177891,148,128,71,0,VOUCHER,PAID,5783,B,San Jose,01/09/2021
69178221,292,74,188,0.7,DEBIT,PAID,5600,C,Boston,22/10/2021
69178234,61,241,270,2.86,ONLINE,PAID,10533,B,San Jose,05/11/2021
69178329,123,35,64,0,MEAL_BENEFIT,PAID,9996,D,New York,01/11/2021
69178422,245,41,275,1.9,ONLINE,PAID,8719,B,San Jose,06/09/2021
69178552,75,284,266,0.94,ONLINE,PAID,4055,A,Birmingham,27/12/2021
69178620,128,291,61,0.81,ONLINE,PAID,4331,B,San Jose,01/01/2022
69179264,221,295,242,0.1,ONLINE,PAID,5574,C,Boston,04/11/2021
69179370,26,267,135,0,VOUCHER,PAID,5585,B,San Jose,03/11/2021
69179517,127,272,268,0.52,ONLINE,PAID,5322,D,New York,04/11/2021
69179561,33,207,159,7.4,ONLINE,PAID,5836,B,San Jose,05/11/2021
69179973,26,258,69,1.36,DEBIT,PAID,5348,A,Birmingham,02/11/2021
69180352,37,120,182,0.88,ONLINE,PAID,4947,B,San Jose,12/08/2021
69180429,269,180,13,0.6,ONLINE,PAID,4623,C,Boston,01/11/2021
69180550,290,296,111,1.01,CREDIT_STORE,PAID,5239,B,San Jose,16/11/2021
69180862,168,82,177,1.85,ONLINE,PAID,4676,D,New York,06/11/2021
69180944,205,197,193,0.38,ONLINE,PAID,5308,B,San Jose,23/08/2021
69181362,125,162,198,0,VOUCHER,PAID,4240,A,Birmingham,17/09/2021
69181580,170,29,153,0.64,ONLINE,PAID,4628,B,San Jose,19/12/2021
69181582,51,69,278,1.14,ONLINE,PAID,4757,C,Boston,20/12/2021
69181857,197,212,242,0,VOUCHER,PAID,4952,B,San Jose,21/12/2021
69181989,276,248,235,1.15,DEBIT_STORE,PAID,5967,D,New York,05/11/2021
69182032,27,171,215,0.39,ONLINE,PAID,4717,B,San Jose,09/01/2022
69182200,89,207,257,0.81,ONLINE,PAID,5176,A,Birmingham,21/10/2021
69182242,173,156,269,0.88,ONLINE,PAID,4809,B,San Jose,28/11/2021
69182987,189,109,75,0.55,ONLINE,PAID,5683,C,Boston,29/11/2021
69183091,46,157,176,0.32,ONLINE,PAID,5906,B,San Jose,10/11/2021
69183110,21,275,44,0,VOUCHER,PAID,4122,D,New York,03/11/2021
69183128,21,200,293,4.29,ONLINE,PAID,8921,B,San Jose,17/09/2021
69183561,283,70,296,1.03,ONLINE,PAID,5345,A,Birmingham,07/12/2021
69183575,262,49,154,0.55,ONLINE,PAID,5687,B,San Jose,05/02/2022
69183576,119,113,193,2.68,ONLINE,PAID,5276,C,Boston,03/11/2021
69183635,197,76,121,0,VOUCHER,PAID,5769,B,San Jose,07/11/2021
69183702,251,228,167,1.18,CREDIT,PAID,5274,D,New York,13/01/2022
69183774,245,60,24,4.3,ONLINE,PAID,4892,B,San Jose,28/11/2021
69183776,186,63,75,0.36,ONLINE,PAID,4070,A,Birmingham,12/01/2022
69183954,61,121,221,0,VOUCHER,PAID,4532,B,San Jose,25/10/2021
69184285,220,123,159,4.54,ONLINE,PAID,5484,C,Boston,26/10/2021
69184368,266,55,170,0.62,ONLINE,PAID,5215,B,San Jose,27/10/2021
69185209,245,64,232,2.14,ONLINE,PAID,4349,D,New York,25/12/2021
69185264,284,84,171,0.46,DEBIT,PAID,4732,B,San Jose,19/01/2022
69185399,157,256,92,5.46,ONLINE,PAID,26934,A,Birmingham,27/11/2021
69185482,39,80,198,0,MEAL_BENEFIT,PAID,4486,B,San Jose,23/11/2021
69185565,216,199,120,0.61,ONLINE,PAID,4835,C,Boston,26/11/2021
69185654,264,77,187,0.25,ONLINE,PAID,4167,B,San Jose,06/11/2021
69185868,267,117,227,2.68,ONLINE,PAID,5768,D,New York,10/11/2021
69186158,256,16,296,0,VOUCHER,PAID,4468,B,San Jose,11/11/2021
69186474,45,130,170,0.77,ONLINE,PAID,4972,A,Birmingham,04/11/2021
69186685,230,170,212,0.48,ONLINE,PAID,5984,B,San Jose,01/11/2021
69186772,216,90,163,2.28,ONLINE,PAID,5787,C,Boston,24/11/2021
69187352,271,85,230,0.18,ONLINE,PAID,5307,B,San Jose,10/11/2021
69188320,141,143,85,0,VOUCHER,PAID,4935,D,New York,11/11/2021
69188363,200,155,243,2.09,DEBIT,PAID,4084,B,San Jose,12/11/2021
69188545,156,169,120,0.54,DEBIT,PAID,5959,A,Birmingham,13/11/2021
69188643,15,174,233,0.89,ONLINE,PAID,11154,B,San Jose,03/11/2021
69188689,223,226,257,0.65,ONLINE,PAID,4684,C,Boston,24/12/2021
69189249,239,177,245,0,MEAL_BENEFIT,PAID,5044,B,San Jose,25/12/2021
69189322,176,26,151,0.46,DEBIT,PAID,5338,D,New York,26/12/2021
69189746,154,168,62,0.36,ONLINE,PAID,5987,B,San Jose,27/12/2021
69189769,192,81,251,0.57,ONLINE,PAID,4286,A,Birmingham,28/12/2021
69190033,190,40,190,2.34,DEBIT,PAID,4563,B,San Jose,16/12/2021
69190073,212,60,71,0.67,DEBIT,PAID,4999,C,Boston,27/02/2022
69190249,116,118,278,0.52,ONLINE,PAID,8411,B,San Jose,28/02/2022
69190281,237,222,97,0.31,DEBIT,PAID,5042,D,New York,24/11/2021
69190346,253,289,235,0.7,ONLINE,PAID,4525,B,San Jose,20/02/2022
69190536,107,196,12,0,MEAL_BENEFIT,PAID,24102,A,Birmingham,18/11/2021
69190663,21,39,94,4.06,ONLINE,PAID,5879,B,San Jose,19/11/2021
69190673,260,192,143,0.58,ONLINE,PAID,4993,C,Boston,20/11/2021
69190759,300,292,59,0.81,ONLINE,PAID,4460,B,San Jose,18/12/2021
69191497,27,49,177,0.36,ONLINE,PAID,1504,D,New York,19/12/2021
69191542,47,203,30,0.54,ONLINE,PAID,1163,B,San Jose,22/11/2021
69191556,113,202,180,2.72,ONLINE,PAID,1482,A,Birmingham,27/11/2021
69191748,247,224,184,3.89,ONLINE,PAID,1862,B,San Jose,05/12/2021
69191757,110,180,274,0.56,ONLINE,PAID,1600,C,Boston,10/02/2022
69191934,18,105,241,0.52,ONLINE,PAID,1823,B,San Jose,11/02/2022
69192057,296,164,292,0,VOUCHER,PAID,1813,D,New York,15/11/2021
69192194,97,247,82,1.69,ONLINE,PAID,1116,B,San Jose,18/11/2021
69192252,203,76,284,0.39,ONLINE,PAID,1562,A,Birmingham,10/12/2021
69192496,170,204,29,0.37,ONLINE,PAID,1804,B,San Jose,18/11/2021
69192726,107,107,266,0,MEAL_BENEFIT,PAID,1364,C,Boston,08/01/2022
69192847,70,24,119,5.22,ONLINE,PAID,1400,B,San Jose,25/11/2021
69192965,123,37,235,1.76,DEBIT,PAID,1817,D,New York,26/11/2021
69192982,209,236,29,2.86,ONLINE,PAID,1761,B,San Jose,04/12/2021
69193224,238,160,99,11.4,DEBIT_STORE,PAID,1028,A,Birmingham,31/12/2021
69193822,261,271,82,0.28,ONLINE,PAID,1318,B,San Jose,01/01/2022
69194015,193,298,246,0,VOUCHER,PAID,1628,C,Boston,02/01/2022
69194131,74,14,46,1.83,ONLINE,PAID,5475,B,San Jose,14/12/2021
69194191,280,78,95,0.34,ONLINE,PAID,4868,D,New York,22/11/2021
69194751,103,81,24,0,VOUCHER,PAID,4429,B,San Jose,23/11/2021
69195146,72,127,260,0,MEAL_BENEFIT,PAID,5491,A,Birmingham,07/12/2021
69195449,291,168,36,1.05,ONLINE,PAID,4996,B,San Jose,08/12/2021
69195460,231,152,240,0.3,DEBIT,PAID,5492,C,Boston,24/11/2021
69195536,14,81,276,3.48,ONLINE,PAID,4358,B,San Jose,25/11/2021
69195689,78,92,268,0.61,ONLINE,PAID,4077,D,New York,13/12/2021
69195729,273,184,273,0,VOUCHER_OL,PAID,5190,B,San Jose,25/12/2021
69195797,177,210,199,1.48,ONLINE,PAID,5383,A,Birmingham,20/11/2021
69196484,166,165,232,0,VOUCHER,PAID,5851,B,San Jose,30/11/2021
69196487,58,122,237,1.87,ONLINE,PAID,5831,C,Boston,28/11/2021
69196646,212,204,171,1.2,DEBIT_STORE,PAID,4593,B,San Jose,29/11/2021
69196777,209,75,142,3.59,ONLINE,PAID,5714,D,New York,30/11/2021
69196835,51,233,150,1.05,ONLINE,PAID,5580,B,San Jose,20/11/2021
69196908,109,276,209,2.98,ONLINE,PAID,4362,A,Birmingham,21/11/2021
69196918,175,101,22,3.92,ONLINE,PAID,5557,B,San Jose,24/11/2021
69197218,192,187,77,0.45,ONLINE,PAID,4314,C,Boston,16/12/2021
69197511,229,297,295,0,VOUCHER_STORE,PAID,4501,B,San Jose,17/12/2021
69197749,172,118,71,3.93,ONLINE,PAID,4679,D,New York,29/11/2021
69197794,70,51,72,0.38,ONLINE,PAID,5437,B,San Jose,23/10/2021
69197851,132,113,224,10.44,ONLINE,PAID,4352,A,Birmingham,15/11/2021
69197899,271,56,164,0.35,ONLINE,PAID,4760,B,San Jose,04/12/2021
69197934,30,244,299,0,VOUCHER,PAID,4080,C,Boston,05/12/2021
69198079,201,128,38,5.8,ONLINE,PAID,2377,B,San Jose,06/12/2021
69198080,158,244,272,1.02,CREDIT,PAID,1381,D,New York,07/12/2021
69198150,160,20,36,0.59,DEBIT,PAID,1397,B,San Jose,27/11/2021
69198261,275,148,34,0.6,ONLINE,PAID,1181,A,Birmingham,28/11/2021
69198306,111,232,68,1.44,ONLINE,PAID,1899,B,San Jose,29/11/2021
69198314,31,110,254,0.42,ONLINE,PAID,1167,C,Boston,04/12/2021
69198500,270,188,275,5.2,ONLINE,PAID,1394,B,San Jose,05/12/2021
69198533,40,297,212,0.7,ONLINE,PAID,1231,D,New York,05/12/2021
69198588,101,278,220,1.57,ONLINE,PAID,1759,B,San Jose,06/12/2021
69198772,74,64,97,1.85,ONLINE,PAID,1758,A,Birmingham,04/12/2021
69199162,297,212,147,1.03,ONLINE,PAID,1489,B,San Jose,05/12/2021
69199421,100,211,127,0.39,ONLINE,PAID,1132,C,Boston,06/12/2021
69199499,49,281,255,0,VOUCHER,PAID,1521,B,San Jose,24/11/2021
69199576,125,136,228,0.79,ONLINE,PAID,1365,D,New York,25/11/2021
69199769,223,165,163,1.3,ONLINE,PAID,1090,B,San Jose,26/11/2021
69200134,75,84,59,0.57,ONLINE,PAID,1573,A,Birmingham,27/11/2021
69200291,215,58,210,0.58,ONLINE,PAID,1515,B,San Jose,19/11/2021
69200397,164,30,127,2.1,ONLINE,PAID,1311,C,Boston,20/11/2021
69200401,89,136,89,0.54,ONLINE,PAID,1218,B,San Jose,11/02/2022
69200654,95,42,117,0.51,ONLINE,PAID,1367,D,New York,13/12/2021
69201148,193,201,291,1.51,ONLINE,PAID,1556,B,San Jose,17/11/2021
69201259,283,238,15,0,VOUCHER,PAID,3994,A,Birmingham,18/11/2021
69201261,157,145,61,0.37,ONLINE,PAID,1637,B,San Jose,03/11/2021
69201398,269,255,26,0.82,DEBIT,PAID,1565,C,Boston,04/11/2021
69201756,181,296,126,0.6,ONLINE,PAID,3115,B,San Jose,02/11/2021
69202075,127,48,106,0.43,ONLINE,PAID,1270,D,New York,31/10/2021
69202119,227,71,84,4.57,ONLINE,PAID,1637,B,San Jose,19/11/2021
69202226,210,232,198,2.18,VOUCHER_DC,PAID,1953,A,Birmingham,19/11/2021
69202597,101,15,252,1.14,ONLINE,PAID,1656,B,San Jose,18/11/2021
69202993,120,24,181,0.58,ONLINE,PAID,1900,C,Boston,23/12/2021
69203413,230,62,20,0.4,ONLINE,PAID,1197,B,San Jose,11/12/2021
69203481,141,27,148,1.93,ONLINE,PAID,1620,D,New York,05/12/2021
69203650,162,59,159,0.33,ONLINE,PAID,1455,B,San Jose,05/12/2021
69203879,15,195,176,0.87,ONLINE,PAID,1883,A,Birmingham,06/12/2021
69203926,123,101,188,0.75,ONLINE,PAID,1756,B,San Jose,22/11/2021
69204116,44,145,234,0.3,ONLINE,PAID,1190,C,Boston,23/11/2021
69204166,99,226,60,0.3,DEBIT_STORE,PAID,1451,B,San Jose,20/11/2021
69204439,276,129,68,0.59,DEBIT,PAID,1450,D,New York,17/11/2021
69204499,154,96,21,0.68,ONLINE,PAID,1260,B,San Jose,20/11/2021
69204526,47,192,296,3.01,ONLINE,PAID,1291,A,Birmingham,10/12/2021
69204684,62,204,112,0,MEAL_BENEFIT,PAID,1903,B,San Jose,11/12/2021
69204697,282,211,191,0.87,DEBIT,PAID,1643,C,Boston,05/12/2021
69205056,162,197,252,0.36,ONLINE,PAID,1924,B,San Jose,21/10/2021
69205126,292,69,119,0.26,ONLINE,PAID,1340,D,New York,18/12/2021
69205172,144,230,212,0,VOUCHER,PAID,1538,B,San Jose,19/12/2021
69205482,271,192,164,0.57,DEBIT,PAID,1519,A,Birmingham,02/11/2021
69205511,211,58,279,4.42,ONLINE,PAID,1915,B,San Jose,03/11/2021
69205836,58,145,222,0.99,ONLINE,PAID,1060,C,Boston,02/12/2021
69206398,89,150,245,2.37,ONLINE,PAID,1547,B,San Jose,09/12/2021
69206837,278,80,33,0.73,ONLINE,PAID,1562,D,New York,05/11/2021
69207021,107,106,264,0.71,ONLINE,PAID,1702,B,San Jose,18/10/2021
69207262,248,122,49,2,CREDIT,PAID,1150,A,Birmingham,26/10/2021
69207349,58,251,104,0.97,ONLINE,PAID,1657,B,San Jose,27/10/2021
69207406,258,251,215,0.7,STORE_DIRECT_PAYMENT,PAID,1597,C,Boston,28/10/2021
69207609,129,65,147,3.91,ONLINE,PAID,1234,B,San Jose,29/10/2021
69207675,178,68,293,1.85,ONLINE,PAID,2851,D,New York,30/10/2021
69207676,292,58,53,0.79,ONLINE,PAID,1106,B,San Jose,30/12/2021
69207706,173,163,228,1.36,ONLINE,PAID,1199,A,Birmingham,14/01/2022
69207821,99,279,200,0.51,ONLINE,PAID,1265,B,San Jose,02/11/2021
69208185,282,288,249,0,VOUCHER,PAID,1878,C,Boston,03/11/2021
69208236,152,53,266,0.34,ONLINE,PAID,1441,B,San Jose,04/11/2021
69208514,238,22,273,0,MEAL_BENEFIT,PAID,7178,D,New York,05/11/2021
69208615,263,183,185,1.41,ONLINE,PAID,5219,B,San Jose,15/11/2021
69208811,136,288,81,1.09,DEBIT,PAID,5965,A,Birmingham,08/12/2021
69209360,259,95,103,1.02,ONLINE,PAID,4061,B,San Jose,25/10/2021
69209504,128,62,130,2.45,ONLINE,PAID,4135,C,Boston,09/11/2021
69209641,73,175,232,0,MEAL_BENEFIT,PAID,5512,B,San Jose,25/10/2021
69209728,46,274,159,1.24,DEBIT_STORE,PAID,5575,D,New York,18/11/2021
69209829,145,158,100,0.34,ONLINE,PAID,4549,B,San Jose,01/12/2021
69209914,50,216,82,0,VOUCHER,PAID,4137,A,Birmingham,21/01/2022
69209967,298,132,15,0.78,ONLINE,PAID,4254,B,San Jose,20/11/2021
69210098,45,160,87,4.57,ONLINE,PAID,4916,C,Boston,15/12/2021
69210123,48,135,38,4,ONLINE,PAID,4628,B,San Jose,15/12/2021
69210406,226,29,128,0,VOUCHER,PAID,4990,D,New York,04/12/2021
69210415,169,280,75,3.77,ONLINE,PAID,5081,B,San Jose,24/11/2021
69210439,206,209,171,0.63,DEBIT,PAID,4759,A,Birmingham,25/11/2021
69210466,228,239,95,2.34,ONLINE,PAID,4125,B,San Jose,06/11/2021
69210472,123,22,284,1.56,ONLINE,PAID,9665,C,Boston,02/12/2021
69210551,215,15,84,0.52,ONLINE,PAID,5313,B,San Jose,06/02/2022
69210715,22,113,196,3.18,ONLINE,PAID,5888,D,New York,21/11/2021
69210758,214,234,22,0.24,ONLINE,PAID,4947,B,San Jose,22/11/2021
69210905,252,142,79,0,MEAL_BENEFIT,PAID,4147,A,Birmingham,15/11/2021
